sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
21,NCT00095394,Exclusion,known allergy to irbesartan or diuretics,Drug Exposure,Drug,C0012798,diuretics,FALSE,FALSE,NA,NA,NA
21,NCT00095394,Exclusion,known allergy to irbesartan or diuretics,Drug Exposure,Other,C0489531;C0718579;C3542994;C3539909;C1314973;C1547315;C1611280,allergy,FALSE,FALSE,NA,NA,NA
1,NCT00095550,Inclusion,willing to provide written informed consent,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,NCT00095550,Inclusion,subjects must have uncontrolled hypertension defined as :,Condition Occurrence,Condition,C1868885,uncontrolled hypertension,FALSE,FALSE,NA,NA,NA
2,NCT00095550,Inclusion,subjects must have uncontrolled hypertension defined as :,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
3,NCT00095550,Inclusion,average systolic blood pressure between 160 mmhg and 180 mmhg ( while diastolic blood pressure is less than 110 mmhg ) or,Observation,Observation,C1282151,average systolic blood pressure,FALSE,FALSE,NA,greater_equal 160 mmhg; lower_equal 180 mmhg,NA
3,NCT00095550,Inclusion,average systolic blood pressure between 160 mmhg and 180 mmhg ( while diastolic blood pressure is less than 110 mmhg ) or,Observation,Observation,C0428883;C1305849;C0488052,diastolic blood pressure,FALSE,FALSE,NA,lower 110 mmhg,NA
4,NCT00095550,Inclusion,average diastolic blood pressure between 100 mmhg and 110 mmhg ( while systolic blood pressure is between 130 mmhg and 180 mmhg ),Observation,Condition,C1282163,average diastolic blood pressure,FALSE,FALSE,NA,greater_equal 100 mmhg; lower_equal 110 mmhg,NA
4,NCT00095550,Inclusion,average diastolic blood pressure between 100 mmhg and 110 mmhg ( while systolic blood pressure is between 130 mmhg and 180 mmhg ),Observation,Observation,C0871470;C1306620;C0488055,systolic blood pressure,FALSE,FALSE,NA,greater_equal 130 mmhg; lower_equal 180 mmhg,NA
5,NCT00095550,Inclusion,subjects must be willing to discontinue their antihypertensive medication ; if applicable .,Drug Exposure,Drug,C0003364,antihypertensive,FALSE,FALSE,NA,NA,NA
5,NCT00095550,Inclusion,subjects must be willing to discontinue their antihypertensive medication ; if applicable .,Drug Exposure,Other,C1706472,discontinue,FALSE,FALSE,NA,NA,NA
6,NCT00095550,Inclusion,men and women ; ages 18 and older will be included .,Person,Person,C0025266,men,FALSE,FALSE,NA,NA,NA
6,NCT00095550,Inclusion,men and women ; ages 18 and older will be included .,Person,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Procedure,C0700589,contraception,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Observation,C3831118,childbearing potential,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Other,C2827714;C0871511;C2828387,method,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Other,C0032961;C3484365,pregnancy,FALSE,FALSE,NA,NA,NA
7,NCT00095550,Inclusion,women of childbearing potential ( wocbp ) must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to one week after the study in such a manner that the risk of pregnancy is minimized,Observation,Other,C0032961;C3484365,pregnancy,FALSE,FALSE,NA,NA,NA
8,NCT00095550,Inclusion,wocbp must have a negative serum or urine pregnancy test within 72 hours prior to the start of study medication .,Observation,Observation,C1513916,negative,FALSE,FALSE,NA,NA,NA
8,NCT00095550,Inclusion,wocbp must have a negative serum or urine pregnancy test within 72 hours prior to the start of study medication .,Observation,Observation,C0430056;C0373524,urine pregnancy test,FALSE,FALSE,lower 72 hours,NA,NA
8,NCT00095550,Inclusion,wocbp must have a negative serum or urine pregnancy test within 72 hours prior to the start of study medication .,Observation,Other,C0229671;C1546774;C1550100,serum,FALSE,FALSE,lower 72 hours,NA,NA
9,NCT00095550,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
9,NCT00095550,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Condition,C0549206,pregnant,FALSE,FALSE,NA,NA,NA
9,NCT00095550,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Condition,C0006147;C1623041;C1623040,breastfeeding,FALSE,FALSE,NA,NA,NA
10,NCT00095550,Exclusion,known or suspected secondary hypertension,Condition Occurrence,Condition,C0155616,secondary hypertension,FALSE,FALSE,NA,NA,NA
11,NCT00095550,Exclusion,hypertension emergencies or stroke within the past 12 months .,Condition Occurrence,Condition,C2745965,emergencies,FALSE,FALSE,lower 12 past months,NA,NA
11,NCT00095550,Exclusion,hypertension emergencies or stroke within the past 12 months .,Condition Occurrence,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
12,NCT00095550,Exclusion,heart attack ; angina or bypass surgery within the past six months .,Condition Occurrence,Condition,C0027051,heart attack,FALSE,FALSE,NA,NA,NA
12,NCT00095550,Exclusion,heart attack ; angina or bypass surgery within the past six months .,Condition Occurrence,Procedure,C1536078,bypass surgery,FALSE,FALSE,NA,NA,NA
12,NCT00095550,Exclusion,heart attack ; angina or bypass surgery within the past six months .,Condition Occurrence,Other,C0002962;C2024883;C2926611,angina,FALSE,FALSE,NA,NA,NA
13,NCT00095550,Exclusion,significant kidney disease,Condition Occurrence,Condition,C0022658,kidney disease,FALSE,FALSE,NA,NA,NA
14,NCT00095550,Exclusion,significant liver disease,Condition Occurrence,Condition,C0023895;C2186532,liver disease,FALSE,FALSE,NA,NA,NA
15,NCT00095550,Exclusion,systemic lupus erythematosus,Condition Occurrence,Condition,C0024141,systemic lupus erythematosus,FALSE,FALSE,NA,NA,NA
16,NCT00095550,Exclusion,gastrointestinal disease or surgery that interfere with drug absorption,Condition Occurrence,Condition,C0017178,gastrointestinal disease,FALSE,FALSE,NA,NA,NA
16,NCT00095550,Exclusion,gastrointestinal disease or surgery that interfere with drug absorption,Condition Occurrence,Condition,C0678745,drug absorption,FALSE,FALSE,NA,NA,NA
16,NCT00095550,Exclusion,gastrointestinal disease or surgery that interfere with drug absorption,Condition Occurrence,Other,C0543467;C1457907,surgery,FALSE,FALSE,NA,NA,NA
17,NCT00095550,Exclusion,cancer during the past five years excluding localized squamous cell carcinoma or basal cell carcinoma of the skin,Condition Occurrence,Condition,C0007137;C1302853,squamous cell carcinoma,TRUE,FALSE,NA,NA,NA
17,NCT00095550,Exclusion,cancer during the past five years excluding localized squamous cell carcinoma or basal cell carcinoma of the skin,Condition Occurrence,Condition,C0007117,basal cell carcinoma of the skin,TRUE,FALSE,NA,NA,NA
17,NCT00095550,Exclusion,cancer during the past five years excluding localized squamous cell carcinoma or basal cell carcinoma of the skin,Condition Occurrence,Other,C0260515;C2707253,cancer,FALSE,FALSE,NA,NA,NA
18,NCT00095550,Exclusion,currently pregnant or lactating,Condition Occurrence,Condition,C0549206,pregnant,FALSE,FALSE,NA,NA,NA
18,NCT00095550,Exclusion,currently pregnant or lactating,Condition Occurrence,Condition,C2828358;C3668831,lactating,FALSE,FALSE,NA,NA,NA
19,NCT00095550,Exclusion,mental condition ( psychiatric cerebral disease or organic cerebral disease ) rendering the subject unable to understand the nature ; scope ; and possible consequences of the study,Other,Other,C1548428;C1561580,psychiatric,FALSE,FALSE,NA,NA,NA
20,NCT00095550,Exclusion,drug or alcohol abuse within the last five years,Condition Occurrence,Condition,C0085762,alcohol abuse,FALSE,FALSE,NA,NA,NA
20,NCT00095550,Exclusion,drug or alcohol abuse within the last five years,Condition Occurrence,Other,C0013227;C1254351;C0740721,drug,FALSE,FALSE,NA,NA,NA
21,NCT00095550,Exclusion,known allergy to irbesartan or diuretics,Drug Exposure,Drug,C0288171,irbesartan,FALSE,FALSE,NA,NA,NA
21,NCT00095550,Exclusion,known allergy to irbesartan or diuretics,Drug Exposure,Drug,C0012798,diuretics,FALSE,FALSE,NA,NA,NA
21,NCT00095550,Exclusion,known allergy to irbesartan or diuretics,Drug Exposure,Other,C0489531;C0718579;C3542994;C3539909;C1314973;C1547315;C1611280,allergy,FALSE,FALSE,NA,NA,NA
1,NCT00110422,Inclusion,subjects must be willing and able to provide written informed consent,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,NCT00110422,Inclusion,subjects must read ; sign ; and receive a copy of the informed consent prior to any study procedures ; including withdrawal of any antihypertensive medication .,Condition Occurrence,Condition,C2825032,withdrawal,FALSE,FALSE,NA,NA,NA
2,NCT00110422,Inclusion,subjects must read ; sign ; and receive a copy of the informed consent prior to any study procedures ; including withdrawal of any antihypertensive medication .,Condition Occurrence,Drug,C0003364,antihypertensive,FALSE,FALSE,NA,NA,NA
3,NCT00110422,Inclusion,males and females > = 18 years of age .,Person,Person,C0025266,males,FALSE,FALSE,greater_equal 18 years,NA,NA
3,NCT00110422,Inclusion,males and females > = 18 years of age .,Person,Person,C0086287,females,FALSE,FALSE,greater_equal 18 years,NA,NA
4,NCT00110422,Inclusion,uncontrolled hypertension defined as an average systolic blood pressure > = 140 mmhg or an average diastolic blood pressure > = 90 mmhg,Observation,Condition,C1868885,uncontrolled hypertension,FALSE,FALSE,NA,NA,NA
4,NCT00110422,Inclusion,uncontrolled hypertension defined as an average systolic blood pressure > = 140 mmhg or an average diastolic blood pressure > = 90 mmhg,Observation,Condition,C1282163,average diastolic blood pressure,FALSE,FALSE,NA,greater_equal 90 mmhg,NA
4,NCT00110422,Inclusion,uncontrolled hypertension defined as an average systolic blood pressure > = 140 mmhg or an average diastolic blood pressure > = 90 mmhg,Observation,Observation,C1282151,average systolic blood pressure,FALSE,FALSE,NA,greater_equal 140 mmhg; greater_equal 90 mmhg,NA
4,NCT00110422,Inclusion,uncontrolled hypertension defined as an average systolic blood pressure > = 140 mmhg or an average diastolic blood pressure > = 90 mmhg,Observation,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
5,NCT00110422,Inclusion,this applies to both people not taking any blood pressure medications and people taking just one blood pressure medication .,Person,Person,C0027361,people,FALSE,FALSE,NA,NA,NA
5,NCT00110422,Inclusion,this applies to both people not taking any blood pressure medications and people taking just one blood pressure medication .,Person,Person,C0027361,people,FALSE,FALSE,NA,NA,NA
5,NCT00110422,Inclusion,this applies to both people not taking any blood pressure medications and people taking just one blood pressure medication .,Person,Observation,C0005823;C0005824;C1272641;C1271104,blood pressure,TRUE,FALSE,NA,NA,NA
5,NCT00110422,Inclusion,this applies to both people not taking any blood pressure medications and people taking just one blood pressure medication .,Person,Observation,C0005823;C0005824;C1272641;C1271104,blood pressure,FALSE,FALSE,NA,NA,NA
6,NCT00110422,Inclusion,presenting at least 2 of the following :,Observation,NA,NA,NA,NA,NA,NA,NA,NA
7,NCT00110422,Inclusion,obesity ;,Condition Occurrence,Condition,C0028754;C1963185,obesity,FALSE,FALSE,NA,NA,NA
8,NCT00110422,Inclusion,high triglycerides ;,Condition Occurrence,Condition,C0020557,high triglycerides,FALSE,FALSE,NA,NA,NA
9,NCT00110422,Inclusion,low hdl cholesterol ;,Condition Occurrence,Condition,C0151691,low hdl cholesterol,FALSE,FALSE,NA,NA,NA
10,NCT00110422,Inclusion,elevated fasting glucose .,Condition Occurrence,Condition,C1260439,elevated fasting glucose,FALSE,FALSE,NA,NA,NA
11,NCT00110422,Exclusion,women of child bearing potential who are not using adequate birth control .,Person,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
11,NCT00110422,Exclusion,women of child bearing potential who are not using adequate birth control .,Person,Observation,C3831118,child bearing potential,FALSE,FALSE,NA,NA,NA
11,NCT00110422,Exclusion,women of child bearing potential who are not using adequate birth control .,Person,Other,C0700589;C2703065,birth control,TRUE,FALSE,NA,NA,NA
12,NCT00110422,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
12,NCT00110422,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Condition,C0549206,pregnant,FALSE,FALSE,NA,NA,NA
12,NCT00110422,Exclusion,women who are pregnant or breastfeeding,Condition Occurrence,Condition,C0006147;C1623041;C1623040,breastfeeding,FALSE,FALSE,NA,NA,NA
13,NCT00110422,Exclusion,diabetics,Other,NA,NA,NA,NA,NA,NA,NA,NA
14,NCT00110422,Exclusion,systolic blood pressure > = 180 mmhg .,Observation,Observation,C0871470;C1306620;C0488055,systolic blood pressure,FALSE,FALSE,NA,greater_equal 180 mmhg,NA
15,NCT00110422,Exclusion,diastolic blood pressure > = 110 mmhg .,Observation,Observation,C0428883;C1305849;C0488052,diastolic blood pressure,FALSE,FALSE,NA,greater_equal 110 mmhg,NA
16,NCT00110422,Exclusion,stroke within past 12 months .,Other,NA,NA,NA,NA,NA,NA,NA,NA
17,NCT00110422,Exclusion,myocardial infarction and heart revascularization procedure or acute angina within past 6 months .,Observation,Procedure,C0027056,heart revascularization,FALSE,FALSE,NA,NA,NA
17,NCT00110422,Exclusion,myocardial infarction and heart revascularization procedure or acute angina within past 6 months .,Observation,Other,C0027051;C2926063;C0428953,myocardial infarction,FALSE,FALSE,NA,NA,NA
17,NCT00110422,Exclusion,myocardial infarction and heart revascularization procedure or acute angina within past 6 months .,Observation,Other,C1547229;C1547295,acute,FALSE,FALSE,NA,NA,NA
17,NCT00110422,Exclusion,myocardial infarction and heart revascularization procedure or acute angina within past 6 months .,Observation,Other,C0002962;C2024883;C2926611,angina,FALSE,FALSE,equal 6 months,NA,NA
